ID	data	length	Byte1	Byte2	Byte3	Byte4	Byte5	Byte6	Byte7	Byte8
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
1AF	0000	2	00	00						
F1	BB0000C0	4	BB	00	00	C0				
C7	01E84070	4	01	E8	40	70				
1F3	8080	2	80	80						
C9	800F1B0D00410800	8	80	0F	1B	0D	00	41	08	00
191	0725072507260000	8	07	25	07	25	07	26	00	00
1EF	000007BA	4	00	00	07	BA				
C7	01E948C7	4	01	E9	48	C7				
189	CFFF0FFF2FFE	6	CF	FF	0F	FF	2F	FE		
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
1E1	0000040000	5	00	00	04	00	00			
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
C7	01EA508C	4	01	EA	50	8C				
19D	80003FFE000CBA82	8	80	00	3F	FE	00	0C	BA	82
280	0000000000000000	8	00	00	00	00	00	00	00	00
1ED	4190062B00005F81	8	41	90	06	2B	00	00	5F	81
3E9	0241004C00000000	8	02	41	00	4C	00	00	00	00
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
4F1	01B001B0005C00B6	8	01	B0	01	B0	00	5C	00	B6
C7	01EB58D6	4	01	EB	58	D6				
1ED	4190061F00005F95	8	41	90	06	1F	00	00	5F	95
F1	AF0000C0	4	AF	00	00	C0				
1EF	000007D5	4	00	00	07	D5				
C7	01EC608E	4	01	EC	60	8E				
3C9	0400000000000000	8	04	00	00	00	00	00	00	00
1F1	0500000008000070	8	05	00	00	00	08	00	00	70
1F3	C0C0	2	C0	C0						
C7	01ED68C9	4	01	ED	68	C9				
F1	BB0000C0	4	BB	00	00	C0				
1E1	00FF050020	5	00	FF	05	00	20			
1F5	0101000400000900	8	01	01	00	04	00	00	09	00
191	0723072307260000	8	07	23	07	23	07	26	00	00
1EF	000007D5	4	00	00	07	D5				
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
F1	870000C0	4	87	00	00	C0				
12A	42000000B26D1FFF	8	42	00	00	00	B2	6D	1F	FF
C7	01EE707E	4	01	EE	70	7E				
C9	800F470D00410800	8	80	0F	47	0D	00	41	08	00
191	0723072307260000	8	07	23	07	23	07	26	00	00
1EF	000007B0	4	00	00	07	B0				
C7	01EF78B5	4	01	EF	78	B5				
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
1F3	0000	2	00	00						
1ED	4190063B00005F6E	8	41	90	06	3B	00	00	5F	6E
C7	01F08060	4	01	F0	80	60				
19D	00000000000CE082	8	00	00	00	00	00	0C	E0	82
1F5	0101000400000900	8	01	01	00	04	00	00	09	00
280	0000000000000000	8	00	00	00	00	00	00	00	00
2F0	00FF000000000000	8	00	FF	00	00	00	00	00	00
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
1E1	00FE060040	5	00	FE	06	00	40			
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
C7	01F29042	4	01	F2	90	42				
1AF	0000	2	00	00						
F1	BB0000C0	4	BB	00	00	C0				
C9	800F690700410800	8	80	0F	69	07	00	41	08	00
1ED	4190063E00005FA8	8	41	90	06	3E	00	00	5F	A8
C7	01F29042	4	01	F2	90	42				
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
3F1	00FF8C1C00FF0000	8	00	FF	8C	1C	00	FF	00	00
C7	01F39877	4	01	F3	98	77				
1F3	4040	2	40	40						
19D	40003FFF000CE480	8	40	00	3F	FF	00	0C	E4	80
1F5	0101000400000900	8	01	01	00	04	00	00	09	00
1C3	071D07E400000000	8	07	1D	07	E4	00	00	00	00
C7	01F4A028	4	01	F4	A0	28				
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
F1	930000C0	4	93	00	00	C0				
1E1	00FD070060	5	00	FD	07	00	60			
C7	01F5A868	4	01	F5	A8	68				
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
F1	870000C0	4	87	00	00	C0				
C9	800F6E0D00410800	8	80	0F	6E	0D	00	41	08	00
1EF	000007D8	4	00	00	07	D8				
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
F1	AF0000C0	4	AF	00	00	C0				
191	071C071C071D0000	8	07	1C	07	1C	07	1D	00	00
C7	01F6B028	4	01	F6	B0	28				
19D	80003FFE000CD481	8	80	00	3F	FE	00	0C	D4	81
1F5	0101000400000900	8	01	01	00	04	00	00	09	00
C9	800F6E0000410800	8	80	0F	6E	00	00	41	08	00
2C3	0A0F066408B562	7	0A	0F	06	64	08	B5	62	
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
1F3	8080	2	80	80						
1AF	0000	2	00	00						
C7	01F8C047	4	01	F8	C0	47				
F1	870000C0	4	87	00	00	C0				
C9	800F720700410800	8	80	0F	72	07	00	41	08	00
1ED	4190063400005FA8	8	41	90	06	34	00	00	5F	A8
1EF	000007D5	4	00	00	07	D5				
C7	01F8C047	4	01	F8	C0	47				
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
134	00001000	4	00	00	10	00				
1E1	0000040000	5	00	00	04	00	00			
1F1	0500000008000070	8	05	00	00	00	08	00	00	70
C7	01F9C8A9	4	01	F9	C8	A9				
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
1F5	0101000400000900	8	01	01	00	04	00	00	09	00
1ED	4190063800005FA8	8	41	90	06	38	00	00	5F	A8
380	020000008000231D	8	02	00	00	00	80	00	23	1D
388	0000001000000000	8	00	00	00	10	00	00	00	00
F1	AF0000C0	4	AF	00	00	C0				
C7	01FBD8FF	4	01	FB	D8	FF				
191	071B071B071C0000	8	07	1B	07	1B	07	1C	00	00
C9	800F400D00410800	8	80	0F	40	0D	00	41	08	00
191	07180718071B0000	8	07	18	07	18	07	1B	00	00
1EF	000007DB	4	00	00	07	DB				
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
F1	BB0000C0	4	BB	00	00	C0				
1E1	00FF050020	5	00	FF	05	00	20			
C7	01FCE0F0	4	01	FC	E0	F0				
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
19D	00000000000C757F	8	00	00	00	00	00	0C	75	7F
C9	800F3F0000410800	8	80	0F	3F	00	00	41	08	00
2C3	0A0F066408AF63	7	0A	0F	06	64	08	AF	63	
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
380	0200000080002010	8	02	00	00	00	80	00	20	10
388	0000001000000000	8	00	00	00	10	00	00	00	00
C7	01FEF183	4	01	FE	F1	83				
1ED	4190062600005FA8	8	41	90	06	26	00	00	5F	A8
F1	930000C0	4	93	00	00	C0				
1EF	000007BD	4	00	00	07	BD				
C7	01FEF183	4	01	FE	F1	83				
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
1F3	0000	2	00	00						
C7	01FFFA1F	4	01	FF	FA	1F				
F1	AF0000C0	4	AF	00	00	C0				
1E1	00FE060040	5	00	FE	06	00	40			
19D	40003FFF000C477F	8	40	00	3F	FF	00	0C	47	7F
1F5	0101000400000900	8	01	01	00	04	00	00	09	00
191	071A071A071A0000	8	07	1A	07	1A	07	1A	00	00
C7	0200023B	4	02	00	02	3B				
380	020000008000211F	8	02	00	00	00	80	00	21	1F
388	0000001000000000	8	00	00	00	10	00	00	00	00
F1	BB0000C0	4	BB	00	00	C0				
C7	0200023B	4	02	00	02	3B				
1AF	0000	2	00	00						
C9	800EFB0D00410800	8	80	0E	FB	0D	00	41	08	00
191	071B071B071A0000	8	07	1B	07	1B	07	1A	00	00
1EF	000007B3	4	00	00	07	B3				
189	CFFF0FFF2FFE	6	CF	FF	0F	FF	2F	FE		
F1	870000C0	4	87	00	00	C0				
1ED	4190061500005FCF	8	41	90	06	15	00	00	5F	CF
1F3	4040	2	40	40						
C7	02021321	4	02	02	13	21				
19D	80003FFE000C1D80	8	80	00	3F	FE	00	0C	1D	80
1F5	0101000400000900	8	01	01	00	04	00	00	09	00
191	071B071B071B0000	8	07	1B	07	1B	07	1B	00	00
3D1	0138800001480000	8	01	38	80	00	01	48	00	00
280	0000000000000000	8	00	00	00	00	00	00	00	00
380	020000008000221E	8	02	00	00	00	80	00	22	1E
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
C7	02031BF0	4	02	03	1B	F0				
F1	AF0000C0	4	AF	00	00	C0				
12A	42000000B26D1FFF	8	42	00	00	00	B2	6D	1F	FF
1ED	4190060000005FA8	8	41	90	06	00	00	00	5F	A8
F9	04E04003000723FF	8	04	E0	40	03	00	07	23	FF
1F1	0500000008000070	8	05	00	00	00	08	00	00	70
3C9	0000000000000000	8	00	00	00	00	00	00	00	00
C7	02052D15	4	02	05	2D	15				
1F3	8080	2	80	80						
1F5	0101000400000900	8	01	01	00	04	00	00	09	00
C9	800EA30A00410800	8	80	0E	A3	0A	00	41	08	00
1EF	000007C7	4	00	00	07	C7				
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
380	020000008000231D	8	02	00	00	00	80	00	23	1D
388	0000001000000000	8	00	00	00	10	00	00	00	00
C7	0206356E	4	02	06	35	6E				
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
C9	800E860D00410800	8	80	0E	86	0D	00	41	08	00
1EF	000007C1	4	00	00	07	C1				
C7	02073E64	4	02	07	3E	64				
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
F1	930000C0	4	93	00	00	C0				
1AF	0000	2	00	00						
C7	020846C1	4	02	08	46	C1				
19D	00000000000BC580	8	00	00	00	00	00	0B	C5	80
1F5	0101000400000900	8	01	01	00	04	00	00	09	00
4C9	403B0000	4	40	3B	00	00				
1A1	00104140000000	7	00	10	41	40	00	00	00	
3F9	0204015B8CFE0000	8	02	04	01	5B	8C	FE	00	00
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
2D1	0000000000	5	00	00	00	00	00			
380	0200000080002010	8	02	00	00	00	80	00	20	10
C7	02094FB5	4	02	09	4F	B5				
1AF	0000	2	00	00						
F1	BB0000C0	4	BB	00	00	C0				
1ED	4190062B00005F6E	8	41	90	06	2B	00	00	5F	6E
1EF	000007C1	4	00	00	07	C1				
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
1E1	00FF050020	5	00	FF	05	00	20			
C7	020A580D	4	02	0A	58	0D				
F1	870000C0	4	87	00	00	C0				
19D	40003FFF000BD77F	8	40	00	3F	FF	00	0B	D7	7F
1AF	0000	2	00	00						
C9	800E970A00410800	8	80	0E	97	0A	00	41	08	00
1A1	00104140000000	7	00	10	41	40	00	00	00	
1EF	000007C1	4	00	00	07	C1				
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
380	020000008000211F	8	02	00	00	00	80	00	21	1F
F1	930000C0	4	93	00	00	C0				
C7	020C693E	4	02	0C	69	3E				
1F5	0101000400000900	8	01	01	00	04	00	00	09	00
C9	800E9E0D00410800	8	80	0E	9E	0D	00	41	08	00
191	073C073C07360000	8	07	3C	07	3C	07	36	00	00
1EF	000007A6	4	00	00	07	A6				
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
F1	AF0000C0	4	AF	00	00	C0				
1E1	00FE060040	5	00	FE	06	00	40			
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
C7	020D720E	4	02	0D	72	0E				
1F5	0101000400000900	8	01	01	00	04	00	00	09	00
C9	800EB20000410800	8	80	0E	B2	00	00	41	08	00
3C1	0765540000000000	8	07	65	54	00	00	00	00	00
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
280	0000000000000000	8	00	00	00	00	00	00	00	00
2D1	0000000000	5	00	00	00	00	00			
C7	020F82F5	4	02	0F	82	F5				
1ED	4190065B00005F47	8	41	90	06	5B	00	00	5F	47
F1	870000C0	4	87	00	00	C0				
1EF	000007B3	4	00	00	07	B3				
12A	42000000B26D1FFF	8	42	00	00	00	B2	6D	1F	FF
F9	04D64002EF074EFF	8	04	D6	40	02	EF	07	4E	FF
134	00001000	4	00	00	10	00				
138	0000000002	5	00	00	00	00	02			
1F1	0500000008000070	8	05	00	00	00	08	00	00	70
F1	930000C0	4	93	00	00	C0				
1F5	0101000400000900	8	01	01	00	04	00	00	09	00
1F3	4040	2	40	40						
1EF	000007B0	4	00	00	07	B0				
C7	021193AE	4	02	11	93	AE				
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
3C9	0000000000000000	8	00	00	00	00	00	00	00	00
F1	AF0000C0	4	AF	00	00	C0				
C7	02129BBA	4	02	12	9B	BA				
3F1	00FF8C1C00FF0000	8	00	FF	8C	1C	00	FF	00	00
4E1	424C353736393937	8	42	4C	35	37	36	39	39	37
191	0734073407340000	8	07	34	07	34	07	34	00	00
514	4731455038453237	8	47	31	45	50	38	45	32	37
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
F1	BB0000C0	4	BB	00	00	C0				
52A	0000FFFFFFFF00FF	8	00	00	FF	FF	FF	FF	00	FF
C7	0213A447	4	02	13	A4	47				
771	00400000000000	7	00	40	00	00	00	00	00	
1F5	0101000400000900	8	01	01	00	04	00	00	09	00
1ED	4190063E00005F95	8	41	90	06	3E	00	00	5F	95
F9	04C84003060763FF	8	04	C8	40	03	06	07	63	FF
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
1E1	0000040000	5	00	00	04	00	00			
C7	0215B4BE	4	02	15	B4	BE				
380	0200000080002010	8	02	00	00	00	80	00	20	10
388	0000001000000000	8	00	00	00	10	00	00	00	00
191	0730073007340000	8	07	30	07	30	07	34	00	00
1EF	000007B3	4	00	00	07	B3				
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
C9	800EB00700410800	8	80	0E	B0	07	00	41	08	00
C7	0216BCA8	4	02	16	BC	A8				
F1	AF0000C0	4	AF	00	00	C0				
19D	40003FFF000C7C80	8	40	00	3F	FF	00	0C	7C	80
1F5	0101000400000900	8	01	01	00	04	00	00	09	00
1A1	00104140000000	7	00	10	41	40	00	00	00	
C7	0217C519	4	02	17	C5	19				
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
1AF	0000	2	00	00						
F1	BB0000C0	4	BB	00	00	C0				
380	020000008000211F	8	02	00	00	00	80	00	21	1F
388	0000001000000000	8	00	00	00	10	00	00	00	00
1E1	00FF050020	5	00	FF	05	00	20			
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
1EF	000007AD	4	00	00	07	AD				
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
F1	870000C0	4	87	00	00	C0				
C7	0218CCF5	4	02	18	CC	F5				
C7	0219D55C	4	02	19	D5	5C				
19D	80003FFE000C9D81	8	80	00	3F	FE	00	0C	9D	81
1F5	0101000400000900	8	01	01	00	04	00	00	09	00
C9	800F030000410800	8	80	0F	03	00	00	41	08	00
1ED	4190066300005F34	8	41	90	06	63	00	00	5F	34
F1	930000C0	4	93	00	00	C0				
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
1AF	0000	2	00	00						
280	0000000000000000	8	00	00	00	00	00	00	00	00
2D1	0000000000	5	00	00	00	00	00			
380	020000008000221E	8	02	00	00	00	80	00	22	1E
388	0000001000000000	8	00	00	00	10	00	00	00	00
1EF	000007A6	4	00	00	07	A6				
F9	04C440031F0775FF	8	04	C4	40	03	1F	07	75	FF
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
1E1	00FE060040	5	00	FE	06	00	40			
1F3	0000	2	00	00						
C7	021CED63	4	02	1C	ED	63				
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
1AF	0000	2	00	00						
1A1	00104140000000	7	00	10	41	40	00	00	00	
1EF	0000078F	4	00	00	07	8F				
F9	04C44003230783FF	8	04	C4	40	03	23	07	83	FF
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
F1	870000C0	4	87	00	00	C0				
C7	021EFD94	4	02	1E	FD	94				
380	020000008000231D	8	02	00	00	00	80	00	23	1D
388	0000001000000000	8	00	00	00	10	00	00	00	00
C9	800F2A0D00410800	8	80	0F	2A	0D	00	41	08	00
1EF	00000795	4	00	00	07	95				
189	CFFF0FFF2FFE	6	CF	FF	0F	FF	2F	FE		
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
1E1	00FD070060	5	00	FD	07	00	60			
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
C7	021F05F5	4	02	1F	05	F5				
19D	00000000000CAA81	8	00	00	00	00	00	0C	AA	81
1F5	0101000400000900	8	01	01	00	04	00	00	09	00
2C3	0A16066408C562	7	0A	16	06	64	08	C5	62	
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
1F3	4040	2	40	40						
C7	021BE592	4	02	1B	E5	92				
C7	0221161F	4	02	21	16	1F				
280	0000000000000000	8	00	00	00	00	00	00	00	00
2D1	0000000000	5	00	00	00	00	00			
F1	BB0000C0	4	BB	00	00	C0				
1ED	4190064200005FBC	8	41	90	06	42	00	00	5F	BC
1EF	00000795	4	00	00	07	95				
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
2F0	00FF000000000000	8	00	FF	00	00	00	00	00	00
C7	02221DF4	4	02	22	1D	F4				
F1	870000C0	4	87	00	00	C0				
1E1	0000040000	5	00	00	04	00	00			
19D	40003FFF000CA180	8	40	00	3F	FF	00	0C	A1	80
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
1EF	00000792	4	00	00	07	92				
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
1AF	0000	2	00	00						
F1	930000C0	4	93	00	00	C0				
1F3	8080	2	80	80						
C7	02242E2A	4	02	24	2E	2A				
380	020000008000211F	8	02	00	00	00	80	00	21	1F
388	0000001000000000	8	00	00	00	10	00	00	00	00
C9	800F1F0D00410800	8	80	0F	1F	0D	00	41	08	00
1EF	0000078F	4	00	00	07	8F				
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
F1	AF0000C0	4	AF	00	00	C0				
191	0721072107250000	8	07	21	07	21	07	25	00	00
C7	0225368F	4	02	25	36	8F				
19D	80003FFE000C9981	8	80	00	3F	FE	00	0C	99	81
1F5	0101000400000900	8	01	01	00	04	00	00	09	00
C9	800F310000410800	8	80	0F	31	00	00	41	08	00
3C1	0765540000000000	8	07	65	54	00	00	00	00	00
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
1E1	00FF050020	5	00	FF	05	00	20			
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
C7	022746C5	4	02	27	46	C5				
280	0000000000000000	8	00	00	00	00	00	00	00	00
2D1	0000000000	5	00	00	00	00	00			
388	0000001000000000	8	00	00	00	10	00	00	00	00
12A	42000000B26D1FFF	8	42	00	00	00	B2	6D	1F	FF
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
1F1	0500000008000070	8	05	00	00	00	08	00	00	70
3C9	0000000000000000	8	00	00	00	00	00	00	00	00
F1	930000C0	4	93	00	00	C0				
1F5	0101000400000900	8	01	01	00	04	00	00	09	00
191	071C071C071F0000	8	07	1C	07	1C	07	1F	00	00
1EF	00000788	4	00	00	07	88				
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
1AF	0000	2	00	00						
F1	AF0000C0	4	AF	00	00	C0				
C7	022A5EB5	4	02	2A	5E	B5				
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
380	020000008000231D	8	02	00	00	00	80	00	23	1D
388	0000001000000000	8	00	00	00	10	00	00	00	00
1EF	00000782	4	00	00	07	82				
189	CFFF0FFF2FFE	6	CF	FF	0F	FF	2F	FE		
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
F1	BB0000C0	4	BB	00	00	C0				
1F3	0000	2	00	00						
C7	022B6710	4	02	2B	67	10				
1E1	00FE060040	5	00	FE	06	00	40			
19D	00000000000CB081	8	00	00	00	00	00	0C	B0	81
1F5	0101000400000900	8	01	01	00	04	00	00	09	00
2C3	0A14066408B261	7	0A	14	06	64	08	B2	61	
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
1AF	0000	2	00	00						
C7	022D7734	4	02	2D	77	34				
280	0000000000000000	8	00	00	00	00	00	00	00	00
F1	930000C0	4	93	00	00	C0				
191	07150715071C0000	8	07	15	07	15	07	1C	00	00
1EF	00000775	4	00	00	07	75				
C7	022D7734	4	02	2D	77	34				
F9	04CC40031D07B8FF	8	04	CC	40	03	1D	07	B8	FF
388	0000001000000000	8	00	00	00	10	00	00	00	00
3F1	00FF8C1C00FF0000	8	00	FF	8C	1C	00	FF	00	00
C7	022E7EFF	4	02	2E	7E	FF				
F1	AF0000C0	4	AF	00	00	C0				
1F3	4040	2	40	40						
1F5	0101000400000900	8	01	01	00	04	00	00	09	00
C9	800F200A00410800	8	80	0F	20	0A	00	41	08	00
1EF	00000782	4	00	00	07	82				
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
2D1	0000000000	5	00	00	00	00	00			
F1	BB0000C0	4	BB	00	00	C0				
C7	02308F36	4	02	30	8F	36				
C9	800F200D00410800	8	80	0F	20	0D	00	41	08	00
191	0718071807150000	8	07	18	07	18	07	15	00	00
1EF	00000782	4	00	00	07	82				
C7	02308F36	4	02	30	8F	36				
F9	04C640033007C3FF	8	04	C6	40	03	30	07	C3	FF
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
F1	870000C0	4	87	00	00	C0				
1E1	0000040000	5	00	00	04	00	00			
C7	0231979E	4	02	31	97	9E				
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
19D	80003FFE000C9781	8	80	00	3F	FE	00	0C	97	81
C9	800F170000410800	8	80	0F	17	00	00	41	08	00
3D1	0137800001250000	8	01	37	80	00	01	25	00	00
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
1F3	8080	2	80	80						
1ED	4190060300005FF7	8	41	90	06	03	00	00	5F	F7
C7	0233A7EC	4	02	33	A7	EC				
F1	AF0000C0	4	AF	00	00	C0				
12A	42000000B26D1FFF	8	42	00	00	00	B2	6D	1F	FF
191	0718071807180000	8	07	18	07	18	07	18	00	00
2D1	0000000000	5	00	00	00	00	00			
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
3C9	0000000000000000	8	00	00	00	00	00	00	00	00
C7	0234AFCF	4	02	34	AF	CF				
F1	BB0000C0	4	BB	00	00	C0				
1E1	00FF050020	5	00	FF	05	00	20			
19D	C0003FFD000C877F	8	C0	00	3F	FD	00	0C	87	7F
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
1EF	00000782	4	00	00	07	82				
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
C9	800EFA0700410800	8	80	0E	FA	07	00	41	08	00
F1	870000C0	4	87	00	00	C0				
C7	0236C03A	4	02	36	C0	3A				
1F3	C0C0	2	C0	C0						
C9	800EB60D00410800	8	80	0E	B6	0D	00	41	08	00
191	071B071B07180000	8	07	1B	07	1B	07	18	00	00
1EF	00000792	4	00	00	07	92				
388	0000001000000000	8	00	00	00	10	00	00	00	00
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
F1	930000C0	4	93	00	00	C0				
C7	0237C8BE	4	02	37	C8	BE				
1ED	419005E700005FCF	8	41	90	05	E7	00	00	5F	CF
19D	00000000000C6580	8	00	00	00	00	00	0C	65	80
1F5	0101000400000900	8	01	01	00	04	00	00	09	00
1ED	4190060100005FCF	8	41	90	06	01	00	00	5F	CF
F1	AF0000C0	4	AF	00	00	C0				
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
1E1	00FE060040	5	00	FE	06	00	40			
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
C7	0239D94C	4	02	39	D9	4C				
1AF	0000	2	00	00						
F1	BB0000C0	4	BB	00	00	C0				
1ED	4190060C00005FCF	8	41	90	06	0C	00	00	5F	CF
1EF	00000782	4	00	00	07	82				
199	4FFF0E70F18F00FF	8	4F	FF	0E	70	F1	8F	00	FF
2F0	00FF000000000000	8	00	FF	00	00	00	00	00	00
388	0000001000000000	8	00	00	00	10	00	00	00	00
C7	023AE14E	4	02	3A	E1	4E				
F1	870000C0	4	87	00	00	C0				
1AF	0000	2	00	00						
C9	800ED10A00410800	8	80	0E	D1	0A	00	41	08	00
1C3	072007F500000000	8	07	20	07	F5	00	00	00	00
C7	023BE9D9	4	02	3B	E9	D9				
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
F1	930000C0	4	93	00	00	C0				
1E1	00FD070060	5	00	FD	07	00	60			
C7	023CF1D5	4	02	3C	F1	D5				
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
C9	800ECB0D00410800	8	80	0E	CB	0D	00	41	08	00
1ED	4190060600005FF7	8	41	90	06	06	00	00	5F	F7
1EF	0000078C	4	00	00	07	8C				
388	0000001000000000	8	00	00	00	10	00	00	00	00
1F3	4040	2	40	40						
C9	800EB70700410800	8	80	0E	B7	07	00	41	08	00
C7	023DFA5B	4	02	3D	FA	5B				
19D	80003FFE000C6580	8	80	00	3F	FE	00	0C	65	80
1F5	0101000400000900	8	01	01	00	04	00	00	09	00
191	0723072307230000	8	07	23	07	23	07	23	00	00
3D1	01378000014D0000	8	01	37	80	00	01	4D	00	00
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
1AF	0000	2	00	00						
C7	023F0AB9	4	02	3F	0A	B9				
F1	870000C0	4	87	00	00	C0				
C9	800F010700410800	8	80	0F	01	07	00	41	08	00
1ED	4190062A00005FF7	8	41	90	06	2A	00	00	5F	F7
1EF	00000782	4	00	00	07	82				
C7	023F0AB9	4	02	3F	0A	B9				
189	4FFF0FFF3000	6	4F	FF	0F	FF	30	00		
280	0000000000000000	8	00	00	00	00	00	00	00	00
380	020000008000221E	8	02	00	00	00	80	00	22	1E
1F1	0500000008000070	8	05	00	00	00	08	00	00	70
F1	930000C0	4	93	00	00	C0				
1AF	0000	2	00	00						
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
1C3	072507F200000000	8	07	25	07	F2	00	00	00	00
C7	02411AEF	4	02	41	1A	EF				
199	8FFF0E70F18E00FF	8	8F	FF	0E	70	F1	8E	00	FF
F1	AF0000C0	4	AF	00	00	C0				
191	0725072507230000	8	07	25	07	25	07	23	00	00
C7	024222BC	4	02	42	22	BC				
C9	800F1C0D00410800	8	80	0F	1C	0D	00	41	08	00
191	0720072007250000	8	07	20	07	20	07	25	00	00
1EF	00000775	4	00	00	07	75				
C7	024222BC	4	02	42	22	BC				
199	CFFF0E70F18D00FF	8	CF	FF	0E	70	F1	8D	00	FF
388	0000001000000000	8	00	00	00	10	00	00	00	00
1E1	00FF050020	5	00	FF	05	00	20			
C7	02432B0D	4	02	43	2B	0D				
1F9	000000008000FF00	8	00	00	00	00	80	00	FF	00
19D	00000000000CBA80	8	00	00	00	00	00	0C	BA	80
C9	800F310000410800	8	80	0F	31	00	00	41	08	00
C7	024432D0	4	02	44	32	D0				
199	0FFF0E70F19000FF	8	0F	FF	0E	70	F1	90	00	FF
1F3	C0C0	2	C0	C0						
3FB	0000	2	00	00						
C7	02453B15	4	02	45	3B	15				
1ED	419006180000601E	8	41	90	06	18	00	00	60	1E
F1	930000C0	4	93	00	00	C0				
